cc_num,trans_num,amt,merchant,transaction_date,merch_lat,merch_long,is_fraud
3517182278248964,110595b0ea54a61416f9548d2d3fa783,326.93,"fraud_McLaughlin, Armstrong and Koepp",2022-11-01 22:26:57,35.16232,-85.550017,0
3517182278248964,4fea22fe81206cf778e204338619a751,3.52,fraud_Prosacco LLC,2022-09-15 22:27:34,35.448576,-84.634487,0
3517182278248964,7e3fa82cad46eed3ace3744e1ccd888d,181.17,fraud_Gottlieb-Hansen,2022-08-14 18:01:41,34.056578,-85.036041,0
3517182278248964,a1ed9f88e83fc6651d01b1832c19ec19,95.81,fraud_Crooks and Sons,2022-08-31 23:41:56,35.21271,-86.190059,0
3517182278248964,8134b0ea224a16848f9760536a0cfaca,11.14,fraud_Goyette-Gerhold,2022-07-08 20:42:50,35.62664,-86.157456,0
3517182278248964,0131e0ddd4ba7a34c67486950165c808,1.39,fraud_Baumbach Ltd,2022-10-14 16:18:59,34.524216,-85.648202,0
3517182278248964,76ff8c9a2c80cacd869992e71f85c9f6,4.74,fraud_Prosacco LLC,2022-08-26 17:04:41,35.781515,-85.991655,0
3517182278248964,93608abecbc52cb22c4503eab93c61e0,1.54,fraud_Tromp Group,2022-10-30 23:09:06,34.626474,-84.56939,0
3517182278248964,47e80c68587ff956c3489a92cae5ecfe,105.42,fraud_Erdman-Schaden,2022-09-21 14:19:20,34.743514,-85.060064,0
3517182278248964,70f016934777e6da198b81ab52cb2d59,87.2,fraud_Fritsch LLC,2022-10-27 18:55:59,34.205282,-85.410988,0
3517182278248964,5333347d5078d5dd07645ecf5e8f22b7,91.59,fraud_Lemke and Sons,2022-10-16 21:42:39,35.597413,-84.576153,0
3517182278248964,6bc9055602490002210b9f976d67e99b,7.58,fraud_Kub PLC,2022-09-09 12:59:31,34.179138,-84.912661,0
3517182278248964,6bc3a5d76ba18ad71f6ed6dc86284234,4.52,fraud_Daugherty LLC,2022-07-14 19:51:34,35.287961,-84.543792,0
3517182278248964,bfcee81283cbd3d957ab4167a2a0b260,108.13,fraud_Kautzer and Sons,2022-08-28 12:39:53,35.442758,-85.015597,0
3517182278248964,096e8c0745d08c19c1689a7fc6fcd0f7,21.12,fraud_Windler LLC,2022-08-05 23:52:40,34.590586,-84.853278,0
3517182278248964,1e110da3dff7920c494f3b316eed9a12,1.07,fraud_Rau-Robel,2022-08-07 19:08:33,35.595782,-85.035957,0
3517182278248964,50ad9f7aedb568c15d44507652482226,481.53,fraud_Wilkinson LLC,2022-08-27 19:33:21,35.865829,-85.803394,0
3517182278248964,0ab3af6bc4e7bd44b6891b44c3184db7,47.16,"fraud_Metz, Russel and Metz",2022-08-08 22:54:09,34.689652,-84.897148,0
3517182278248964,63df517ae83b7fc8dc9ae5783e904d44,6.42,fraud_Little Ltd,2022-07-02 13:56:18,35.369748,-84.498953,0
3517182278248964,f306c17f4ce2139b29749c589d8264c3,247.83,"fraud_Schoen, Nienow and Bauch",2022-09-25 21:12:13,34.127284,-86.219417,0
3517182278248964,01d1163a0e061476dde91fe9e4a81c9c,4.32,fraud_Hilpert-Conroy,2022-07-17 12:48:52,35.054504,-84.639608,0
3517182278248964,29d6d143751add59a660038cfb9ecab6,2.73,fraud_Yost-Rogahn,2022-09-13 14:36:41,34.920307,-86.014113,0
3517182278248964,dd2a17d73b332f50a60922d92ee3e159,1.21,"fraud_Schoen, Nienow and Bauch",2022-08-24 22:09:26,34.081698,-86.130302,0
3517182278248964,e39ab513a0f6eeb35416040adb7446bd,36.01,"fraud_Weber, Thiel and Hammes",2022-08-02 20:43:16,34.61024,-85.323969,0
3517182278248964,12f9f0117d4138a7d05fb977274388f8,4.06,fraud_Labadie LLC,2022-09-09 19:41:58,34.028508,-84.71457,0
3517182278248964,f2a4fe690a4902bb28f410bacb7ace09,239.08,fraud_Bogisich-Weimann,2022-08-11 20:03:29,35.531053,-85.318345,0
3517182278248964,e1f8bd54b41f4a4edb509f9e24b5ab37,7.27,fraud_Lemke and Sons,2022-10-28 14:24:51,35.826599,-86.048733,0
3517182278248964,443fb4ed8b8e731c1724f3b4618663ef,259.43,fraud_Boyer-Haley,2022-10-23 17:34:14,34.98086,-85.179015,0
3517182278248964,358f944d7151ea48b4b7c2c7464e7564,222.29,fraud_Barton LLC,2022-07-11 21:15:48,34.439638,-86.080869,0
3517182278248964,2c0cac5409622ab10f5118a95c640a5f,5.03,fraud_Waelchi-Wolf,2022-08-11 17:21:54,35.321958,-85.217399,0
3517182278248964,74e51cd2480e877b4717f52871b03fbe,7.58,fraud_Daugherty LLC,2022-07-23 19:41:55,34.103969,-85.922562,0
3517182278248964,eaaeb18d36c9d7d7b17a6bf8b763ba05,718.41,fraud_Auer LLC,2022-09-17 12:04:22,35.032401,-85.60828,0
3517182278248964,79ddf8cf9aaaff650ea15d5bbdc65a82,103.91,fraud_Dickinson Ltd,2022-09-30 21:38:52,34.372517,-84.248351,0
3517182278248964,004f4db7cc66cd55b1ea80f7a2083131,4.74,fraud_Reichel LLC,2022-08-24 15:32:49,35.986422,-85.592136,0
3517182278248964,637c2b552015ae90e16396a3b2a7b34a,4.64,fraud_Gottlieb-Hansen,2022-08-25 13:48:23,34.332446,-86.206692,0
3517182278248964,2445cd68aa39818533c544c43119aff7,192.58,fraud_Ebert-Daugherty,2022-10-21 13:19:36,35.970752,-85.248701,0
3517182278248964,13a6b244f14d4be1c89c30bf65ff8ba7,14.28,"fraud_Kihn, Brakus and Goyette",2022-08-19 12:16:00,34.484293,-85.582937,0
3517182278248964,b486e4d5ffd677f22d850f43faa9ca17,3.93,fraud_Kirlin and Sons,2022-08-21 16:41:40,34.34955,-85.170442,0
3517182278248964,1e720b600f48ac97aa662e619724c9f6,25.96,fraud_Pacocha-Weissnat,2022-07-16 18:16:15,34.57814,-85.55576,0
3517182278248964,25fc1bb9109ce4d7db221191a4a008c4,280.12,fraud_Parker-Kunde,2022-10-12 13:47:17,35.896336,-85.420221,0
3517182278248964,6cdd7c900aea5b9778e77b35170f684e,15.2,"fraud_Walter, Hettinger and Kessler",2022-08-28 12:16:49,35.412244,-86.195286,0
3517182278248964,f603fbfa7726966ea065f0a5f96bf243,564.32,fraud_Bartoletti and Sons,2022-08-23 21:03:42,35.415659,-85.6385,0
3517182278248964,78b67121f5e4ac8eb0b55a3ef9823168,3.42,fraud_Monahan-Morar,2022-09-17 17:52:36,35.81865,-85.478873,0
3517182278248964,9c96fca1dd3cdd70e248ff3b8a91dbb8,90.61,"fraud_Berge, Kautzer and Harris",2022-09-07 18:28:13,35.39084,-85.562631,0
3517182278248964,00b42ecdefec5dfcb8f2629873ec763c,11.92,fraud_Daugherty LLC,2022-08-11 19:32:54,34.196585,-85.511665,0
3517182278248964,99a4cae8ae6ef0f0e6b6472e7fbefc4b,332.98,fraud_Kautzer and Sons,2022-09-24 19:22:37,35.433183,-84.374309,0
3517182278248964,83c5d18ae26e413ab2b7d7aa249d97a2,51.73,fraud_Schiller Ltd,2022-08-26 15:44:23,35.18519,-84.312012,0
3517182278248964,035ce182a2135c559dbcd0edc1751d56,47.73,fraud_Wilkinson PLC,2022-08-01 13:51:41,35.957,-84.449457,0
3517182278248964,8383db1b2220859ca45cd008801393bf,5.12,fraud_Gottlieb Group,2022-07-20 20:56:20,34.986962,-86.192856,0
3517182278248964,3343c4c9719e42b1fa026bfba70a81ec,58.13,fraud_Schimmel-Olson,2022-07-21 20:31:30,35.079021,-85.539167,0
3517182278248964,395157c3e8abb25beb00e6ed01743b9d,8.38,fraud_Auer LLC,2022-08-28 18:27:43,34.746287,-85.982234,0
3517182278248964,5a00002d942b507708c741bfff0efd7e,3.26,"fraud_Kihn, Brakus and Goyette",2022-09-21 21:04:47,35.703426,-84.946475,0
3517182278248964,c7478ba3abb42eeec997af58a6ee3873,3.76,fraud_Baumbach Ltd,2022-08-20 15:57:21,35.706109,-84.757067,0
3517182278248964,10559f4088dad3965e5d397334d5edcc,3.23,"fraud_Metz, Russel and Metz",2022-07-25 19:31:11,35.59785,-84.964583,0
3517182278248964,24b7ed689a083548463298a69e2b5082,4.48,fraud_Bins-Howell,2022-08-20 21:22:07,35.414207,-85.460921,0
3517182278248964,b9bdfb7b70d101c4e74ccdb54a59601c,64.5,fraud_Barton LLC,2022-07-23 14:30:47,34.231799,-85.430088,0
3517182278248964,419f650499122f7c8bf1f6808d2d5468,5.72,fraud_Erdman-Schaden,2022-09-26 17:34:10,34.53377,-85.745637,0
3517182278248964,4c9e54c2286224d6a4675ff8de9585ef,21.39,fraud_Baumbach Ltd,2022-08-14 23:43:37,34.925142,-84.968752,0
3517182278248964,91675e93382346d2c72d95fee000cabd,62.41,fraud_Larkin Ltd,2022-07-08 17:01:00,35.000601,-86.216347,0
3517182278248964,ff8027ee7d77521e16ad874a854188a6,14.6,fraud_Kovacek Ltd,2022-10-25 18:50:49,34.992618,-85.550842,0
3517182278248964,7552c11a590f60ee7f1fd094dc6e92df,3.41,fraud_Monahan-Morar,2022-09-10 22:10:14,35.209246,-85.316535,0
3517182278248964,ed3ce555147f53f36d0881ca79a40fc3,6.57,"fraud_Hahn, Bahringer and McLaughlin",2022-09-12 20:26:29,34.483472,-85.689605,0
3517182278248964,b5529f66f4e6db7faa8f930556ff3c37,380.64,fraud_Watsica LLC,2022-09-05 17:33:44,36.017457,-84.297098,0
3517182278248964,cf30e18f6bdd2b276884b10fa6b7658e,170.18,"fraud_Kilback, Nitzsche and Leffler",2022-11-01 15:13:17,34.720073,-84.381291,0
3517182278248964,98a9a51e18bf2d58f8864338fd3ee2d5,113.23,fraud_Prosacco LLC,2022-08-26 18:01:16,34.674063,-85.915786,0
3517182278248964,7c20e1b010bab0253a22c4bd2994e220,4.36,fraud_Waelchi-Wolf,2022-08-06 21:18:29,35.112563,-85.521414,0
3517182278248964,8060f57694310546eb797ce8d92f4cce,5.38,"fraud_Schoen, Nienow and Bauch",2022-08-26 14:26:32,35.369479,-85.694446,0
3517182278248964,f4216253ae11e1ffcadaa57694fbd7b7,158.94,fraud_Breitenberg-Hermiston,2022-07-10 13:15:59,35.719528,-84.277197,0
3517182278248964,61548385e9a28820df38352bd1d25edf,7.29,fraud_Hammes-Beatty,2022-08-12 20:49:47,35.49469,-85.03468,0
3517182278248964,6438162e70aaa4aa98f60c771096bfc5,4.76,fraud_Beer-Jast,2022-08-12 12:02:24,35.776014,-85.654765,0
3517182278248964,2952f38ff1a2f1126959585c6d576521,17.54,fraud_Fritsch LLC,2022-10-28 18:23:20,35.34256,-86.223834,0
3517182278248964,f751f8c926cefe6cf00b039ecb411cc9,264.95,fraud_Schiller Ltd,2022-08-23 17:26:12,34.318314,-86.215928,0
3517182278248964,915d6992913a6977bcbe1669b78fd3e4,9.61,fraud_Weimann-Lockman,2022-08-05 19:01:56,34.59737,-85.616626,0
3517182278248964,23a944b04272df71fbc6547b5f761567,19.9,fraud_Schmeler-Howe,2022-10-02 15:39:25,35.616215,-85.935065,0
3517182278248964,04a33599310118705ae4cd0d188484a7,602.57,fraud_Beer-Jast,2022-07-05 17:36:53,34.548207,-84.868555,0
3517182278248964,d63ba3e88bc72100b26184d048891a4f,1.01,fraud_Bode-Schuster,2022-08-02 17:33:54,34.347976,-84.528829,0
3517182278248964,bd4f6515a0cb771b6725d4bd6558dbe5,6.77,fraud_Schoen Ltd,2022-07-16 16:41:42,35.149053,-85.108482,0
3517182278248964,14b6717795b0d01c4989e8a6b2852cae,20.92,fraud_Lynch-Mohr,2022-10-30 15:05:06,34.760996,-84.255612,0
3517182278248964,3337b5fe804a9c329c3dbcffde96d552,7.96,fraud_Hyatt-Blick,2022-10-20 21:11:47,35.153726,-85.093736,0
3517182278248964,74b308189da9c7f06578e72318c16a3b,7.63,fraud_Nolan-Williamson,2022-07-07 18:57:55,34.648867,-84.408065,0
3517182278248964,a843f4545a8526569e2de64452c98843,8.54,"fraud_Pouros, Walker and Spencer",2022-07-02 21:44:09,35.953909,-86.225974,0
3517182278248964,5007cdd5044ef21c9d6a48a18fac8c00,628.8,fraud_Mosciski Group,2022-10-18 13:10:02,34.031264,-85.039954,0
3517182278248964,aa8150bcdc2dac9e4305944552c9b1cd,46.59,fraud_Wilkinson PLC,2022-07-01 16:01:41,34.978738,-84.688018,0
3517182278248964,4821b4ae7a618133c255a015173e1385,5.74,fraud_Homenick LLC,2022-09-25 20:57:12,35.542081,-85.947243,0
3517182278248964,38dfcc0f1172abfbb92cdeea8736c50b,31.7,fraud_Veum-Koelpin,2022-10-27 15:39:46,35.773958,-85.430624,0
3517182278248964,3adcee7b29f24e5058504ece34425b01,351.88,fraud_Bednar PLC,2022-07-14 18:49:11,35.170121,-85.346438,0
3517182278248964,904a70c3f69e61998c20c01f74e3c25e,333.64,fraud_Barton LLC,2022-08-14 23:15:12,34.385153,-84.566015,0
3517182278248964,970ce14fd3ef90a7faa680c9b0933bed,2.54,fraud_Breitenberg LLC,2022-10-22 16:39:52,34.903497,-85.422153,0
3517182278248964,31772f537565a333522f0d494eba8b37,7.84,fraud_Monahan-Morar,2022-10-08 20:02:39,35.90237,-85.387259,0
3517182278248964,b3d897fecab8cafb917a314e12f47119,71.63,fraud_Cartwright PLC,2022-08-14 21:34:22,34.986413,-84.29637,0
3517182278248964,f366b9d5ddcf01174dc1547dba0beb4d,1.77,fraud_Larkin Ltd,2022-08-12 15:09:17,34.9677,-85.400462,0
3517182278248964,9629420129acbb05591354417f3958d0,9.8,"fraud_Romaguera, Wehner and Tromp",2022-07-31 22:52:48,35.073471,-84.251185,0
3517182278248964,0b069b8526cdeb637953bb16ceeb36b2,76.62,fraud_Pacocha-Weissnat,2022-07-21 16:24:27,34.871652,-84.586415,0
3517182278248964,33b88c9eda420d60d173e0d917a5a638,43.2,fraud_Brown Inc,2022-07-31 14:21:57,35.104305,-85.839653,0
3517182278248964,c0dd048f63f08f5f31e063cedffe9d05,41.48,"fraud_Champlin, Rolfson and Connelly",2022-10-17 16:51:28,34.639292,-85.002691,0
3517182278248964,edf2363a4658e9fcb56d9f586dbd4797,2.51,"fraud_Hauck, Dietrich and Funk",2022-07-07 16:21:40,35.440053,-84.877863,0
3517182278248964,4cbc2430f7d1a2f8947812ea8ed5b109,8.24,fraud_Ebert-Daugherty,2022-10-27 20:23:03,35.76654,-85.63929,0
3517182278248964,67a66058e8107a97785be00388170dd2,2.45,fraud_Waelchi Inc,2022-07-02 13:48:25,35.130042,-85.638053,0
3517182278248964,49c53a85b5fd2626a54c8fe240566879,44.54,fraud_Auer LLC,2022-09-10 17:14:48,34.053986,-85.551723,0
3517182278248964,8b0335000358e825ba95ef5bbe681d39,16.36,fraud_Bode-Schuster,2022-07-31 14:08:56,34.48725,-85.505436,0
3517182278248964,3d31e36de470a448aa83f4b0ea07ffe5,545.51,"fraud_Dare, Casper and Bartoletti",2022-07-24 14:17:19,35.201366,-84.943193,0
3517182278248964,531451a7b0e5a77a1d2c8a6cc3ced8ab,1.43,fraud_Ruecker-Mayert,2022-08-07 20:47:50,34.093366,-85.378712,0
3517182278248964,0fb665f613c190d2ae00c3efd91a99a1,302.28,fraud_Gislason Group,2022-10-24 17:23:15,34.506701,-85.390764,0
3517182278248964,494b9ce69b10418b9bf7fc87180dec9f,184.7,fraud_Rau-Robel,2022-07-23 13:35:41,35.704448,-85.81668,0
3517182278248964,f2381cf6359342aed347fce975e75f20,41.36,fraud_Goyette-Gerhold,2022-07-29 21:45:59,34.133759,-84.938555,0
3517182278248964,2d05202dc46fd546fac4ab7d3f5bba34,9.62,"fraud_Hauck, Dietrich and Funk",2022-08-05 21:58:19,35.237384,-85.814092,0
3517182278248964,0231b1cf3431419624f854e9ed5493ba,1136.68,"fraud_Weber, Thiel and Hammes",2022-08-13 19:54:39,34.465352,-85.057794,0
3517182278248964,5d8178cee1f2865032b21d27b8926a39,143.19,"fraud_Yost, Schamberger and Windler",2022-08-04 22:08:06,34.032716,-85.875632,0
3517182278248964,faa577a3bbcebebf2c346517bac23c10,6.0,fraud_Marvin-Lind,2022-09-14 14:40:11,35.628935,-84.618797,0
3517182278248964,9def5eb81eea19f79b2806b9ebc1edd5,1.2,fraud_Thiel Ltd,2022-10-30 16:44:45,35.651999,-85.500697,0
3517182278248964,158030f6dc4d6386764a79c0cc875221,1.9,"fraud_Metz, Russel and Metz",2022-07-28 15:59:50,35.823114,-84.809741,0
3517182278248964,3bd31235dbb89d55569442adb15d61ea,55.33,"fraud_Berge, Kautzer and Harris",2022-09-25 16:03:15,34.271449,-84.99492,0
3517182278248964,ac069019a9284c710849e445e1503800,5.32,fraud_Hammes-Beatty,2022-08-02 18:16:14,35.714077,-85.346126,0
3517182278248964,959ca06135a520abf063d5006bb2b551,137.12,fraud_Erdman-Schaden,2022-10-14 22:54:06,35.125744,-85.078242,0
3517182278248964,d55a1b73d7061b67218435f0136918cc,482.71,fraud_Nolan-Williamson,2022-07-06 13:36:33,34.379079,-85.820171,0
3517182278248964,b46a76a44c5a897b1cc44cb21bcaaa92,3.72,fraud_Homenick LLC,2022-08-28 23:20:18,35.87884,-85.295878,0
3517182278248964,1198992137e061982427d21be784069e,22.7,"fraud_Ritchie, Bradtke and Stiedemann",2022-10-22 17:51:32,34.089727,-86.095818,0
3517182278248964,9ef1b74c0f85b01e978829af58959bfc,110.75,fraud_Wilkinson PLC,2022-07-27 17:33:55,35.367522,-84.440952,0
3517182278248964,5a7b69fb20029480aae35da181534f05,2.38,"fraud_Lang, Towne and Schuppe",2022-07-04 15:52:30,35.718738,-84.374758,0
3517182278248964,44e00b295c235e9b0579fcfffed36eaf,75.21,fraud_Schimmel-Olson,2022-07-26 17:12:03,35.549411,-85.259354,0
3517182278248964,e25aa86ae09d778f03198ee9b5ec3b25,5.74,fraud_Hoppe-Parisian,2022-07-23 13:09:28,35.232998,-85.356934,0
3517182278248964,f97ead11cea50217b539e7be3c9b3900,11.19,fraud_Hyatt-Blick,2022-10-23 13:51:02,35.124507,-85.204704,0
3517182278248964,049e05634dc25fe788ae0eb90756a960,361.76,fraud_Bins-Howell,2022-08-27 15:00:02,34.330165,-85.200827,0
3517182278248964,d04426dd1f35c3074562614c90a272fd,2.56,fraud_Goyette-Herzog,2022-10-16 13:32:20,34.519237,-85.412767,0
3517182278248964,bbd225921ba146f5c0171b9190fd145b,5.89,fraud_Rolfson-Kunde,2022-09-30 14:38:52,35.000799,-85.822016,0
3517182278248964,7fd2f563c33b01a2787b4b662cc25cb2,5.85,fraud_Nolan-Williamson,2022-07-02 18:16:19,34.461226,-86.053606,0
3517182278248964,73ec0c03fcab7146485981a34bf92c91,42.5,fraud_Weimann-Lockman,2022-07-19 12:02:18,34.243386,-85.786364,0
3517182278248964,59d085a17102457456bfc9c24a05807d,8.12,fraud_Ankunding-Carroll,2022-11-01 18:38:46,34.794907,-84.564144,0
3517182278248964,5b2d15630f14e8dc89952b8b9202c01f,177.39,fraud_Langworth LLC,2022-08-26 22:54:53,35.428036,-85.836862,0
3517182278248964,f23f1ef4e5af51dbef0b44974b463069,318.49,fraud_Monahan-Morar,2022-10-06 13:03:38,34.58657,-85.432508,0
3517182278248964,89a783714e731d35f1545303ef26a954,9.22,fraud_Breitenberg-Hermiston,2022-08-09 15:49:37,34.966325,-86.136814,0
3517182278248964,69157ab460f12702889d15ad0a065dca,66.25,fraud_Rau-Robel,2022-07-15 23:31:26,35.054854,-85.102281,0
3517182278248964,e76725ac509b98eae2294ca5e72452e1,2.49,fraud_Sporer-Keebler,2022-09-25 19:00:07,35.536084,-84.34482,0
3517182278248964,51afa28bee7ab03d85ed7ce082309baa,1.64,fraud_Yost-Rogahn,2022-09-23 19:03:23,35.87319,-84.879087,0
3517182278248964,abed89ab3419c3f3dcf726b00c367ea5,5.91,fraud_Watsica LLC,2022-08-25 16:36:25,34.679109,-85.133696,0
3517182278248964,d3c5f3204fe7d43c5d73904d06f4456a,44.95,fraud_Satterfield-Lowe,2022-10-22 14:14:33,35.042833,-85.16002,0
3517182278248964,503c54160792a49bdc15e84d0902ba34,169.27,fraud_Daugherty LLC,2022-07-14 20:33:16,34.498649,-85.648925,0
3517182278248964,9a0adaf61100f5ad649f4ca391c2e1d4,243.85,"fraud_Kihn, Brakus and Goyette",2022-09-12 15:42:24,35.32744,-84.750407,0
3517182278248964,b8b39a2a98a184382bfd63bc2dac91d5,132.73,fraud_Bode-Schuster,2022-07-08 13:18:53,35.016052,-85.016721,0
3517182278248964,e1d11bf6cabfacc6e46e173ee297e166,27.64,fraud_Monahan-Morar,2022-10-12 13:57:48,35.616891,-84.518191,0
3517182278248964,a9a551a6f135bae238f83ef60ed99774,8.93,fraud_Berge-Hills,2022-08-12 16:03:43,34.129645,-85.87822,0
3517182278248964,1030b47748c64af98cc87cd70ccba928,41.88,fraud_Bogisich-Weimann,2022-07-20 12:00:39,35.95572,-84.381415,0
3517182278248964,4a7244fd3a701958b27dbb92b36a6c9f,73.17,fraud_Kessler Inc,2022-10-31 18:49:36,35.051991,-85.491522,0
3517182278248964,069b0b83e1f23a4fd7cb7a5814280ca1,51.28,fraud_Gottlieb-Hansen,2022-08-23 20:37:08,35.954653,-84.544094,0
3517182278248964,fcc09d9ab64186ec3b3ef2fa256a1410,42.22,fraud_Beer-Jast,2022-08-04 20:13:13,34.323087,-86.048106,0
3517182278248964,158b22ea93d285e490b6c8033e3cfe42,150.11,fraud_Hyatt-Blick,2022-10-24 18:40:39,35.896622,-84.263469,0
3517182278248964,3b2e514a5594bda1cf19b5e83d542b87,10.77,fraud_Nader-Maggio,2022-10-14 14:24:33,36.018535,-84.927445,0
3517182278248964,a1471ba6edaa5b33a1297735efebe965,62.0,fraud_Gottlieb-Hansen,2022-10-13 19:08:16,34.91441,-84.803492,0
3517182278248964,dc0ee2c417c2994aacd7799971871833,128.43,"fraud_Kihn, Brakus and Goyette",2022-09-01 16:03:32,35.015288,-84.672077,0
3517182278248964,fb30a023bf23e228e02980aaa5acba4c,48.93,"fraud_Becker, Harris and Harvey",2022-08-20 18:20:25,34.629731,-86.133961,0
3517182278248964,4f3a6403d1c5690014941661e9ac143d,121.69,fraud_Erdman-Ebert,2022-10-10 19:11:20,34.876493,-85.641109,0
3517182278248964,0eb6d45b26984318e7a9f34d81c5fe88,364.86,fraud_Hoppe-Parisian,2022-08-02 13:14:30,34.02995,-85.718635,0
3517182278248964,81227f8061437297ba5bb6af8f3948a1,27.8,fraud_Morissette-Schaefer,2022-09-01 19:39:31,34.367467,-85.018604,0
3517182278248964,02233406cd1ef822cba11351b3ffb303,273.51,fraud_Breitenberg-Hermiston,2022-08-08 21:01:32,35.352441,-84.927569,0
3517182278248964,458ccb3210e6379ee6195f5406a8dadc,76.22,fraud_Schaefer Ltd,2022-08-05 20:12:10,35.327723,-84.958376,0
3517182278248964,0629febaec7955bb4f402b3bdfe94af1,75.23,fraud_Schmeler-Howe,2022-09-27 16:11:32,34.311706,-85.823549,0
3517182278248964,d62c0db837c2e5bd400b3c36e5626759,105.67,fraud_Bode-Schuster,2022-07-13 12:58:51,35.549309,-85.47153,0
3517182278248964,0a2ee7a187d61a6c3c0d0c3f31c4e70d,70.43,fraud_Kessler Inc,2022-10-31 14:00:20,35.293147,-84.752416,0
3517182278248964,189d2945f3af40e820fec544afc178e8,46.55,fraud_Little-Gleichner,2022-10-29 12:33:32,34.942148,-85.334646,0
3517182278248964,677e86af540d6869d624ea77d5f87488,77.97,"fraud_Lowe, Dietrich and Erdman",2022-07-23 16:51:40,35.672215,-85.427942,0
3517182278248964,c6380821f808762194f7a61e3f553f06,132.53,fraud_Bednar PLC,2022-08-12 13:43:23,35.888292,-85.500116,0
3517182278248964,89ac41a014cad20025bd7ae3152256c9,24.77,fraud_Thiel Ltd,2022-10-16 13:58:46,35.665647,-85.262952,0
3517182278248964,6146cbcae5e83bde67c91f7d05922da0,40.03,fraud_Baumbach Ltd,2022-09-15 22:50:25,35.142204,-85.134389,0
3517182278248964,43a5f9bcec292ac293c8ad0a7d06fe85,51.7,fraud_Windler LLC,2022-07-15 19:53:54,36.017895,-85.349983,0
3517182278248964,9d2b4fc1a609cd66262133b6c267dce6,141.39,fraud_Breitenberg-Hermiston,2022-07-01 18:51:31,34.469533,-85.087028,0
3517182278248964,1147c67820a7dff79831ecfcd92e8437,9.73,fraud_Baumbach Ltd,2022-08-14 23:27:24,34.733615,-85.02953,0
3517182278248964,55edeab722b69538ecd272db62e2ee0d,114.83,fraud_Weimann-Lockman,2022-08-09 19:48:54,34.559631,-85.442098,0
3517182278248964,f8e3f989b0415515633a0615366503d7,90.77,fraud_Crona and Sons,2022-07-23 13:47:18,35.413377,-86.124334,0
3517182278248964,2907356f9863de7233e7b0378f1e22b0,331.65,fraud_Hackett Group,2022-10-21 13:10:03,34.890531,-86.218475,0
3517182278248964,812c911bd18799bace4648dd05c58320,91.48,fraud_Bogisich-Weimann,2022-07-29 18:09:33,35.552916,-85.754653,0
3517182278248964,4896709841614ab55e55beab73b4c5d0,28.05,fraud_Langworth LLC,2022-09-01 20:12:14,34.412666,-84.309349,0
3517182278248964,0dc4ebcc1b1b953ff20ee1512fb31e15,84.91,fraud_Crooks and Sons,2022-09-30 15:01:04,35.551782,-85.030287,0
